COG0477	GEPR	Carbohydrate_transport_and_metabolism/Amino_acid_transport_and_metabolism/Inorganic_ion_transport_and_metabolism/General_function_prediction_only	MFS family permease
COG1218	P	Inorganic_ion_transport_and_metabolism	3'-Phosphoadenosine 5'-phosphosulfate (PAPS) 3'-phosphatase
COG1226	P	Inorganic_ion_transport_and_metabolism	Voltage-gated potassium channel Kch
COG1230	P	Inorganic_ion_transport_and_metabolism	Co/Zn/Cd efflux system component
COG1235	P	Inorganic_ion_transport_and_metabolism	"Phosphoribosyl 1,2-cyclic phosphodiesterase"
COG1276	P	Inorganic_ion_transport_and_metabolism	Putative copper export protein
COG1283	P	Inorganic_ion_transport_and_metabolism	Na+/phosphate symporter
COG1320	P	Inorganic_ion_transport_and_metabolism	"Multisubunit Na+/H+ antiporter, MnhG subunit"
COG1324	P	Inorganic_ion_transport_and_metabolism	Uncharacterized protein involved in tolerance to divalent cations
COG1348	P	Inorganic_ion_transport_and_metabolism	"Nitrogenase subunit NifH, an ATPase"
COG1393	P	Inorganic_ion_transport_and_metabolism	"Arsenate reductase and related proteins, glutaredoxin family"
COG1416	P	Inorganic_ion_transport_and_metabolism	"Intracellular sulfur oxidation protein, DsrE/DsrF family"
COG1464	P	Inorganic_ion_transport_and_metabolism	"ABC-type metal ion transport system, periplasmic component/surface antigen"
COG1496	P	Inorganic_ion_transport_and_metabolism	Copper oxidase (laccase) domain
COG1513	P	Inorganic_ion_transport_and_metabolism	Cyanate lyase
COG1528	P	Inorganic_ion_transport_and_metabolism	Ferritin
COG1553	P	Inorganic_ion_transport_and_metabolism	"Sulfur relay (sulfurtransferase) complex TusBCD TusD component, DsrE family"
COG1613	P	Inorganic_ion_transport_and_metabolism	"ABC-type sulfate transport system, periplasmic component"
COG1629	P	Inorganic_ion_transport_and_metabolism	"Outer membrane receptor proteins, mostly Fe transport"
COG1633	P	Inorganic_ion_transport_and_metabolism	Rubrerythrin
COG1814	P	Inorganic_ion_transport_and_metabolism	"Predicted Fe2+/Mn2+ transporter, VIT1/CCC1 family"
COG1824	P	Inorganic_ion_transport_and_metabolism	"Permease, similar to cation transporters"
COG1840	P	Inorganic_ion_transport_and_metabolism	"ABC-type Fe3+ transport system, periplasmic component"
COG1863	P	Inorganic_ion_transport_and_metabolism	"Multisubunit Na+/H+ antiporter, MnhE subunit"
COG1910	P	Inorganic_ion_transport_and_metabolism	Periplasmic molybdate-binding protein/domain
COG1914	P	Inorganic_ion_transport_and_metabolism	Mn2+ and Fe2+ transporters of the NRAMP family
COG1918	P	Inorganic_ion_transport_and_metabolism	Fe2+ transport system protein FeoA
COG1930	P	Inorganic_ion_transport_and_metabolism	"ABC-type cobalt transport system, periplasmic component"
COG1965	P	Inorganic_ion_transport_and_metabolism	"Iron-binding protein CyaY, frataxin homolog"
COG1971	P	Inorganic_ion_transport_and_metabolism	Putative Mn2+ efflux pump MntP
COG2032	P	Inorganic_ion_transport_and_metabolism	Cu/Zn superoxide dismutase
COG2046	P	Inorganic_ion_transport_and_metabolism	ATP sulfurylase (sulfate adenylyltransferase)
COG2059	P	Inorganic_ion_transport_and_metabolism	Chromate transport protein ChrA
COG2060	P	Inorganic_ion_transport_and_metabolism	"K+-transporting ATPase, A chain"
COG2072	P	Inorganic_ion_transport_and_metabolism	Predicted flavoprotein CzcO associated with the cation diffusion facilitator CzcD
COG2111	P	Inorganic_ion_transport_and_metabolism	"Multisubunit Na+/H+ antiporter, MnhB subunit"
COG2116	P	Inorganic_ion_transport_and_metabolism	"Formate/nitrite transporter FocA, FNT family"
COG2128	P	Inorganic_ion_transport_and_metabolism	"Alkylhydroperoxidase family enzyme, contains CxxC motif"
COG2156	P	Inorganic_ion_transport_and_metabolism	"K+-transporting ATPase, c chain"
COG2193	P	Inorganic_ion_transport_and_metabolism	Bacterioferritin (cytochrome b1)
COG2212	P	Inorganic_ion_transport_and_metabolism	"Multisubunit Na+/H+ antiporter, MnhF subunit"
COG2215	P	Inorganic_ion_transport_and_metabolism	"ABC-type nickel/cobalt efflux system, permease component RcnA"
COG2216	P	Inorganic_ion_transport_and_metabolism	"High-affinity K+ transport system, ATPase chain B"
COG2217	P	Inorganic_ion_transport_and_metabolism	Cation transport ATPase
COG2221	P	Inorganic_ion_transport_and_metabolism	"Dissimilatory sulfite reductase (desulfoviridin), alpha and beta subunits"
COG2223	P	Inorganic_ion_transport_and_metabolism	Nitrate/nitrite transporter NarK
COG2239	P	Inorganic_ion_transport_and_metabolism	Mg/Co/Ni transporter MgtE (contains CBS domain)
COG2346	P	Inorganic_ion_transport_and_metabolism	Truncated hemoglobin YjbI
COG2372	P	Inorganic_ion_transport_and_metabolism	Copper-binding protein CopC (methionine-rich)
COG2375	P	Inorganic_ion_transport_and_metabolism	"NADPH-dependent ferric siderophore reductase, contains FAD-binding and SIP domains"
COG2382	P	Inorganic_ion_transport_and_metabolism	Enterochelin esterase or related enzyme
COG2608	P	Inorganic_ion_transport_and_metabolism	Copper chaperone CopZ
COG2710	P	Inorganic_ion_transport_and_metabolism	"Nitrogenase molybdenum-iron protein, alpha and beta chains"
COG2807	P	Inorganic_ion_transport_and_metabolism	Cyanate permease
COG2822	P	Inorganic_ion_transport_and_metabolism	"Iron uptake system EfeUOB, periplasmic (or lipoprotein) component EfeO/EfeM"
COG2836	P	Inorganic_ion_transport_and_metabolism	Sulfite exporter TauE/SafE
COG2837	P	Inorganic_ion_transport_and_metabolism	Periplasmic deferrochelatase/peroxidase EfeB
COG2847	P	Inorganic_ion_transport_and_metabolism	Copper(I)-binding protein
COG2895	P	Inorganic_ion_transport_and_metabolism	"Sulfate adenylyltransferase subunit 1, EFTu-like GTPase family"
COG2897	P	Inorganic_ion_transport_and_metabolism	"3-mercaptopyruvate sulfurtransferase SseA, contains two rhodanese domains"
COG2906	P	Inorganic_ion_transport_and_metabolism	Bacterioferritin-associated ferredoxin
COG2920	P	Inorganic_ion_transport_and_metabolism	"Sulfur relay (sulfurtransferase) protein, DsrC/TusE family"
COG2923	P	Inorganic_ion_transport_and_metabolism	"Sulfur relay (sulfurtransferase) complex TusC component, DsrF/TusC family"
COG2967	P	Inorganic_ion_transport_and_metabolism	Uncharacterized protein affecting Mg2+/Co2+ transport
COG2998	P	Inorganic_ion_transport_and_metabolism	"ABC-type tungstate transport system, permease component"
COG3022	P	Inorganic_ion_transport_and_metabolism	"Cytoplasmic iron level regulating protein YaaA, DUF328/UPF0246 family"
COG3025	P	Inorganic_ion_transport_and_metabolism	"Inorganic triphosphatase YgiF, contains CYTH and CHAD domains"
COG3119	P	Inorganic_ion_transport_and_metabolism	Arylsulfatase A or related enzyme
COG3142	P	Inorganic_ion_transport_and_metabolism	Copper homeostasis protein CutC
COG3158	P	Inorganic_ion_transport_and_metabolism	K+ transporter
COG3197	P	Inorganic_ion_transport_and_metabolism	"Uncharacterized protein, possibly involved in nitrogen fixation"
COG3221	P	Inorganic_ion_transport_and_metabolism	"ABC-type phosphate/phosphonate transport system, periplasmic component"
COG3230	P	Inorganic_ion_transport_and_metabolism	Heme oxygenase
COG3253	P	Inorganic_ion_transport_and_metabolism	Chlorite dismutase
COG3256	P	Inorganic_ion_transport_and_metabolism	Nitric oxide reductase large subunit
COG3301	P	Inorganic_ion_transport_and_metabolism	"Formate-dependent nitrite reductase, membrane component NrfD"
COG3303	P	Inorganic_ion_transport_and_metabolism	"Formate-dependent nitrite reductase, periplasmic cytochrome c552 subunit"
COG3338	P	Inorganic_ion_transport_and_metabolism	Carbonic anhydrase
COG3376	P	Inorganic_ion_transport_and_metabolism	High-affinity nickel permease
COG3420	P	Inorganic_ion_transport_and_metabolism	"Nitrous oxidase accessory protein NosD, contains tandem CASH domains"
COG3443	P	Inorganic_ion_transport_and_metabolism	Periplasmic Zn/Cd-binding protein ZinT
COG3454	P	Inorganic_ion_transport_and_metabolism	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase PhnM
COG3540	P	Inorganic_ion_transport_and_metabolism	Phosphodiesterase/alkaline phosphatase D
COG3546	P	Inorganic_ion_transport_and_metabolism	Mn-containing catalase (includes spore coat protein CotJC)
COG3624	P	Inorganic_ion_transport_and_metabolism	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
COG3625	P	Inorganic_ion_transport_and_metabolism	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
COG3626	P	Inorganic_ion_transport_and_metabolism	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
COG3627	P	Inorganic_ion_transport_and_metabolism	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
COG3638	P	Inorganic_ion_transport_and_metabolism	"ABC-type phosphate/phosphonate transport system, ATPase component"
COG3639	P	Inorganic_ion_transport_and_metabolism	"ABC-type phosphate/phosphonate transport system, permease component"
COG3667	P	Inorganic_ion_transport_and_metabolism	Uncharacterized protein involved in copper resistance
COG3685	P	Inorganic_ion_transport_and_metabolism	Ferritin-like metal-binding protein YciE
COG3696	P	Inorganic_ion_transport_and_metabolism	Cu/Ag efflux pump CusA
COG3703	P	Inorganic_ion_transport_and_metabolism	Cation transport regulator ChaC
COG3720	P	Inorganic_ion_transport_and_metabolism	Putative heme degradation protein
COG3721	P	Inorganic_ion_transport_and_metabolism	Putative heme iron utilization protein
COG3746	P	Inorganic_ion_transport_and_metabolism	Phosphate-selective porin
COG3781	P	Inorganic_ion_transport_and_metabolism	"Predicted membrane chloride channel, bestrophin family"
COG3793	P	Inorganic_ion_transport_and_metabolism	Tellurite resistance protein
COG3965	P	Inorganic_ion_transport_and_metabolism	"Predicted Co/Zn/Cd cation transporter, cation efflux family"
COG4097	P	Inorganic_ion_transport_and_metabolism	Predicted ferric reductase
COG4107	P	Inorganic_ion_transport_and_metabolism	"ABC-type phosphonate transport system, ATPase component"
COG4114	P	Inorganic_ion_transport_and_metabolism	"Ferric iron reductase protein FhuF, involved in iron transport"
COG4117	P	Inorganic_ion_transport_and_metabolism	Thiosulfate reductase cytochrome b subunit
COG4148	P	Inorganic_ion_transport_and_metabolism	"ABC-type molybdate transport system, ATPase component"
COG4149	P	Inorganic_ion_transport_and_metabolism	"ABC-type molybdate transport system, permease component"
COG4150	P	Inorganic_ion_transport_and_metabolism	"ABC-type sulfate transport system, periplasmic component"
COG4208	P	Inorganic_ion_transport_and_metabolism	"ABC-type sulfate transport system, permease component"
COG4263	P	Inorganic_ion_transport_and_metabolism	Nitrous oxide reductase
COG4264	P	Inorganic_ion_transport_and_metabolism	Siderophore synthetase component
COG4300	P	Inorganic_ion_transport_and_metabolism	"Cadmium resistance protein CadD, predicted permease"
COG4314	P	Inorganic_ion_transport_and_metabolism	Nitrous oxide reductase accessory protein NosL
COG4362	P	Inorganic_ion_transport_and_metabolism	"Nitric oxide synthase, oxygenase domain"
COG4521	P	Inorganic_ion_transport_and_metabolism	"ABC-type taurine transport system, periplasmic component"
COG4525	P	Inorganic_ion_transport_and_metabolism	"ABC-type taurine transport system, ATPase component"
COG4531	P	Inorganic_ion_transport_and_metabolism	"ABC-type Zn2+ transport system, periplasmic component/surface adhesin"
COG4535	P	Inorganic_ion_transport_and_metabolism	"Mg2+ and Co2+ transporter CorC, contains CBS pair and CorC-HlyC domains"
COG4536	P	Inorganic_ion_transport_and_metabolism	"Mg2+ and Co2+ transporter CorB, contains DUF21, CBS pair, and CorC-HlyC domains"
COG4548	P	Inorganic_ion_transport_and_metabolism	Nitric oxide reductase activation protein
COG4558	P	Inorganic_ion_transport_and_metabolism	"ABC-type hemin transport system, periplasmic component"
COG4559	P	Inorganic_ion_transport_and_metabolism	"ABC-type hemin transport system, ATPase component"
COG4572	P	Inorganic_ion_transport_and_metabolism	Cation transport regulator ChaB
COG4592	P	Inorganic_ion_transport_and_metabolism	"ABC-type Fe2+-enterobactin transport system, periplasmic component"
COG4594	P	Inorganic_ion_transport_and_metabolism	"ABC-type Fe3+-citrate transport system, periplasmic component"
COG4604	P	Inorganic_ion_transport_and_metabolism	"ABC-type enterochelin transport system, ATPase component"
COG4605	P	Inorganic_ion_transport_and_metabolism	"ABC-type enterochelin transport system, permease component"
COG4606	P	Inorganic_ion_transport_and_metabolism	"ABC-type enterochelin transport system, permease component"
COG4607	P	Inorganic_ion_transport_and_metabolism	"ABC-type enterochelin transport system, periplasmic component"
COG4615	P	Inorganic_ion_transport_and_metabolism	"ABC-type siderophore export system, fused ATPase and permease components"
COG4619	P	Inorganic_ion_transport_and_metabolism	"ABC-type iron transport system FetAB, ATPase component"
COG4651	P	Inorganic_ion_transport_and_metabolism	"Predicted Kef-type K+ transport protein, K+/H+ antiporter domain"
COG4662	P	Inorganic_ion_transport_and_metabolism	"ABC-type tungstate transport system, periplasmic component"
COG4693	P	Inorganic_ion_transport_and_metabolism	"Oxidoreductase (NAD-binding), involved in siderophore biosynthesis"
COG4771	P	Inorganic_ion_transport_and_metabolism	Outer membrane receptor for ferrienterochelin and colicins
COG4772	P	Inorganic_ion_transport_and_metabolism	Outer membrane receptor for Fe3+-dicitrate
COG4773	P	Inorganic_ion_transport_and_metabolism	Outer membrane receptor for ferric coprogen and ferric-rhodotorulic acid
COG4774	P	Inorganic_ion_transport_and_metabolism	Outer membrane receptor for monomeric catechols
COG4778	P	Inorganic_ion_transport_and_metabolism	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
COG4779	P	Inorganic_ion_transport_and_metabolism	"ABC-type enterobactin transport system, permease component"
COG4985	P	Inorganic_ion_transport_and_metabolism	"ABC-type phosphate transport system, auxiliary component"
COG4986	P	Inorganic_ion_transport_and_metabolism	"ABC-type anion transport system, duplicated permease component"
COG5386	P	Inorganic_ion_transport_and_metabolism	Heme-binding NEAT domain
COG5455	P	Inorganic_ion_transport_and_metabolism	Periplasmic regulator RcnB of Ni and Co efflux
COG5456	P	Inorganic_ion_transport_and_metabolism	Nitrogen fixation protein FixH
COG5478	P	Inorganic_ion_transport_and_metabolism	Low affinity Fe/Cu permease
COG5569	P	Inorganic_ion_transport_and_metabolism	Periplasmic Cu and Ag efflux protein CusF
COG0179	Q	Secondary_metabolites_biosynthesis_transport_and_catabolism	"2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)"
